PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, ANT14
4-character ID, BRIP
Station name, Brimstone_Peak  
Begin Date, 2007-12-14
End Date, 2018-02-06
Release Date, 2021-02-16
Source file, BRIP.cwu.ant14.pos
Offset from source file, 0.69 mm North, -0.28 mm East, 7.46 mm Vertical
Reference position, -75.7956695856 North Latitude, 158.4691447392 East Longitude, 2110.89066 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-06-06,-0.56, -0.21, 11.23, 1.96, 1.44, 10.24, fanet,
2011-06-07,0.18, 0.33, 16.84, 1.96, 1.49, 10.1, fanet,
2011-06-08,0.70, 0.06, 11.56, 2.01, 1.46, 10.27, fanet,
2011-06-09,0.06, 0.36, 7.64, 2.4, 1.76, 12.35, fanet,
2011-06-10,-0.18, -0.25, 3.19, 2.14, 1.55, 10.74, fanet,
2011-06-11,0.40, -0.34, 6.09, 1.95, 1.41, 9.91, fanet,
2011-06-12,0.11, -1.05, 11.98, 1.91, 1.39, 9.83, fanet,
2011-06-13,-0.22, -1.31, 8.45, 2.02, 1.56, 10.58, fanet,
2011-06-14,-0.28, -1.26, 1.93, 1.97, 1.48, 10.3, fanet,
2011-06-15,-0.66, -0.82, -2.63, 1.94, 1.4, 10.03, fanet,
2011-06-16,-0.39, -0.93, -6.51, 1.92, 1.39, 9.87, fanet,
2011-06-17,-1.11, -0.81, 3.89, 2.07, 1.5, 10.37, fanet,
2011-06-18,0.01, -0.50, 6.68, 1.95, 1.43, 10.21, fanet,
2011-06-19,0.15, 0.66, 3.99, 1.93, 1.42, 10.07, fanet,
2011-06-20,-0.27, 0.33, 4.41, 1.96, 1.44, 10.16, fanet,
2011-06-21,1.00, 2.29, 8.19, 1.95, 1.43, 10.05, fanet,
2011-06-22,-0.61, 1.62, 12.66, 2.02, 1.53, 10.37, fanet,
2011-06-23,0.22, 0.44, 5.16, 1.98, 1.46, 10.23, fanet,
2011-06-24,0.14, -0.20, 10.33, 1.89, 1.39, 9.81, fanet,
2011-06-25,0.20, -0.05, 6.31, 1.98, 1.44, 10.25, fanet,
2011-06-26,0.66, 0.23, 8.24, 1.93, 1.41, 10.03, fanet,
2011-06-27,1.13, 0.99, 13.65, 1.96, 1.47, 9.94, fanet,
2011-06-28,-0.91, -0.63, 17.77, 1.95, 1.41, 9.81, fanet,
2011-06-29,0.21, 0.29, 11.77, 1.87, 1.36, 9.66, fanet,
2011-06-30,-0.34, -0.33, 14.74, 1.9, 1.4, 9.87, fanet,
2011-07-01,-0.11, 0.00, 15.72, 2.02, 1.47, 10.23, fanet,
2011-07-02,-0.21, 0.07, 16.13, 1.95, 1.39, 10.25, fanet,
2011-07-03,0.73, 0.03, 14.96, 1.99, 1.4, 9.99, fanet,
2011-07-04,-0.20, -1.06, 14.03, 2.01, 1.5, 10.31, fanet,
2011-07-05,-0.35, 0.39, 16.36, 1.95, 1.41, 10.05, fanet,
2011-07-06,0.84, 1.26, 15.67, 1.98, 1.47, 10.35, fanet,
2011-07-07,-0.61, 1.62, 1.73, 1.97, 1.44, 10.39, fanet,
2011-07-08,0.74, 0.06, 5.98, 1.99, 1.46, 10.22, fanet,
2011-07-09,0.55, 0.22, 6.68, 1.96, 1.42, 10.12, fanet,
2011-07-10,-0.18, 0.39, 6.10, 1.94, 1.43, 10.13, fanet,
2011-07-11,1.21, -2.28, 0.90, 2, 1.46, 10.47, fanet,
2011-07-12,0.69, -1.25, 8.30, 1.98, 1.46, 10.15, fanet,
2011-07-13,0.80, 0.49, 6.61, 1.96, 1.42, 10.14, fanet,
2011-07-14,0.57, -0.64, 7.02, 1.97, 1.43, 10.25, fanet,
2011-07-15,1.21, -1.63, 8.29, 2.01, 1.48, 10.51, fanet,
2011-07-16,0.77, -0.04, 6.76, 1.95, 1.41, 10.13, fanet,
2011-07-17,-0.75, -0.16, 11.74, 1.92, 1.4, 10.03, fanet,
2011-07-18,-0.47, 0.38, 7.29, 2.17, 1.57, 11.32, fanet,
2011-07-19,0.62, -0.20, 7.02, 2.26, 1.63, 11.74, fanet,
2011-07-20,0.68, -1.36, 5.01, 2.14, 1.58, 11.02, fanet,
2011-07-21,0.93, -0.93, 7.82, 2.02, 1.48, 10.43, fanet,
2011-07-22,2.33, 0.18, 4.97, 2, 1.43, 10.35, fanet,
2011-07-23,-0.49, 1.78, 6.66, 2.1, 1.58, 11.04, fanet,
2011-07-24,0.53, 0.20, 3.64, 1.96, 1.41, 10.11, fanet,
2011-07-25,1.74, 0.65, -1.72, 2.26, 1.64, 11.49, fanet,
2011-07-26,0.11, -0.59, 4.32, 2.07, 1.49, 10.39, fanet,
2011-07-27,-0.77, 0.09, 4.41, 1.93, 1.41, 10.01, fanet,
2011-07-28,-0.61, 0.03, 0.45, 2.03, 1.53, 10.47, fanet,
2011-07-29,1.33, -0.07, -3.78, 2.01, 1.45, 10.3, fanet,
2011-07-30,-0.23, -0.17, -4.47, 2.18, 1.56, 11, fanet,
2011-07-31,-1.11, -0.36, 2.11, 2.05, 1.5, 10.82, fanet,
2011-08-01,-0.06, -0.43, -10.39, 2.19, 1.54, 10.86, fanet,
2011-08-02,-1.17, 0.47, -8.15, 1.99, 1.46, 10.27, fanet,
2011-08-03,-0.31, 0.57, -8.46, 2.02, 1.5, 10.46, fanet,
2011-08-04,3.01, 0.39, -6.18, 2.05, 1.49, 10.52, fanet,
2011-08-05,5.12, 2.72, 7.38, 2.26, 1.64, 11.31, fanet,
2011-08-06,1.59, 0.30, 8.31, 2.26, 1.65, 11.08, fanet,
2011-08-07,3.48, -0.12, 5.19, 2.02, 1.5, 10.42, fanet,
2011-08-08,0.48, -1.00, 5.68, 2.1, 1.57, 10.81, fanet,
2011-08-09,0.25, -0.44, -1.89, 2.05, 1.52, 10.46, fanet,
2011-08-10,1.41, -0.84, 0.43, 2.23, 1.63, 11.33, fanet,
2011-08-11,0.05, 0.25, 5.25, 2.12, 1.54, 10.76, fanet,
2011-08-12,-1.01, 0.56, 7.10, 2.07, 1.49, 10.53, fanet,
2011-08-13,0.64, -0.04, -1.72, 1.99, 1.44, 10.23, fanet,
2011-08-14,1.03, -1.37, 2.84, 2.08, 1.55, 10.82, fanet,
2011-08-15,3.46, 1.38, -1.48, 2.19, 1.64, 11.11, fanet,
2011-08-16,2.64, 0.17, 1.83, 2.19, 1.64, 11.06, fanet,
2011-08-17,0.25, 0.04, 11.51, 2.11, 1.55, 11.09, fanet,
2011-08-18,0.72, 0.66, 4.23, 2.04, 1.48, 10.52, fanet,
2011-08-19,1.23, -0.03, 4.41, 2.04, 1.49, 10.79, fanet,
2011-08-20,0.67, -0.37, 13.79, 2.09, 1.52, 10.66, fanet,
2011-08-21,0.13, 0.45, 16.55, 2.06, 1.49, 10.49, fanet,
2011-08-22,-0.78, 1.15, 15.76, 2.2, 1.52, 10.96, fanet,
2011-08-23,1.47, 1.82, 13.85, 2.24, 1.63, 11.01, fanet,
2011-08-24,-0.45, 0.95, 12.55, 2.01, 1.45, 10.34, fanet,
2011-08-25,-0.11, 0.81, 15.19, 2.15, 1.55, 10.88, fanet,
2011-08-26,1.29, 1.01, 13.36, 2.16, 1.53, 11.11, fanet,
2011-08-27,-0.60, 3.16, 11.79, 2.48, 1.86, 12.33, fanet,
2011-08-28,-0.71, 0.67, 7.77, 2.11, 1.51, 10.69, fanet,
2011-08-29,0.21, 1.56, 3.10, 2.28, 1.7, 11.51, fanet,
2011-08-30,-0.53, 0.69, 2.52, 2.22, 1.62, 11.57, fanet,
2011-08-31,0.66, 1.26, -1.08, 2.12, 1.46, 10.79, fanet,
2011-09-01,0.84, 1.04, 2.13, 2.09, 1.46, 10.77, fanet,
2011-09-02,0.08, 0.70, -0.55, 2.11, 1.53, 10.88, fanet,
2011-09-03,-0.33, 0.49, -2.27, 2.24, 1.72, 11.52, fanet,
2011-09-04,-0.51, -1.57, 7.74, 2.21, 1.57, 11.18, fanet,
2011-09-05,1.38, 0.60, -0.69, 2.1, 1.53, 10.89, fanet,
2011-09-06,1.27, 0.21, 0.08, 2.26, 1.56, 11.4, fanet,
2011-09-07,0.67, 0.35, 3.18, 2.08, 1.56, 10.8, fanet,
2011-09-08,0.21, 0.27, 2.31, 2.03, 1.52, 10.36, fanet,
2011-09-09,-0.81, 1.04, 3.59, 2.39, 1.8, 11.42, fanet,
2011-09-10,-0.79, 0.03, 3.03, 2.34, 1.83, 12.17, fanet,
2011-09-11,0.22, 0.75, -2.51, 2.24, 1.61, 11.47, fanet,
2011-09-12,-0.27, 0.22, 2.41, 2.76, 2.05, 13.41, fanet,
2011-09-13,1.22, 0.60, 3.95, 2.36, 1.7, 11.58, fanet,
2011-09-14,3.58, 1.05, 7.20, 2.42, 1.68, 12.51, fanet,
2011-09-15,3.33, 1.68, 5.66, 2.57, 1.82, 12.62, fanet,
2011-09-16,2.26, 1.27, 3.64, 2.53, 1.72, 12.68, fanet,
2011-09-17,0.54, -0.03, -11.49, 2.92, 2.14, 13.74, fanet,
2011-09-18,1.31, 0.63, 7.74, 2.29, 1.67, 11.35, fanet,
2011-09-19,-0.78, 0.01, 3.28, 2.38, 1.72, 11.36, fanet,
2011-09-20,0.56, 0.60, 13.34, 3.02, 2.16, 15.6, fanet,
2011-09-21,0.18, 0.79, 18.21, 2.99, 2.32, 14.4, fanet,
2011-09-22,1.97, 0.99, 14.59, 2.9, 2.05, 14.74, fanet,
2011-09-23,1.52, 0.89, 14.41, 2.46, 1.8, 12.1, fanet,
2011-09-24,2.26, -0.34, 16.65, 2.93, 2.03, 14.03, fanet,
2011-09-25,-0.94, 0.46, 3.45, 2.7, 1.97, 12.79, fanet,
2011-09-26,0.46, 2.29, 4.15, 3.04, 2.22, 13.83, fanet,
2011-09-27,0.28, -0.06, 3.24, 2.36, 1.76, 11.47, fanet,
2011-09-28,-0.21, 1.46, 10.37, 3.3, 2.36, 15.96, fanet,
2011-09-29,0.88, 1.77, 8.66, 2.14, 1.52, 10.59, fanet,
2011-09-30,1.96, 0.42, 6.22, 2.62, 1.94, 12.98, fanet,
2011-10-01,4.33, 3.00, 13.43, 3.01, 2.1, 14.87, fanet,
2011-10-02,2.29, -0.98, 10.69, 3.14, 2.65, 16.49, fanet,
2011-10-03,-0.28, -1.46, 12.78, 2.66, 1.93, 12.77, fanet,
2011-10-04,0.72, 2.33, 4.75, 2.55, 1.79, 12.54, fanet,
2011-10-05,-1.23, 1.92, 5.91, 3.28, 2.51, 15.7, fanet,
2011-10-06,-0.33, 0.56, 2.13, 2.42, 1.8, 11.79, fanet,
2011-10-07,0.21, 1.05, -13.70, 2.7, 1.88, 13.8, fanet,
2011-10-08,4.33, 2.33, 5.67, 3.29, 2.59, 14.64, fanet,
2011-10-09,0.62, 0.51, 4.90, 2.59, 2.06, 14, fanet,
2011-10-10,1.45, 1.10, 4.88, 2.51, 1.85, 12.5, fanet,
2011-10-11,1.64, 2.01, 6.78, 2.75, 2.2, 13.33, fanet,
2011-10-12,0.99, 0.25, 4.43, 3.29, 2.31, 14.18, fanet,
2011-10-13,4.85, 5.26, 10.90, 3.38, 2.11, 16.26, fanet,
2011-10-14,4.21, 1.84, 21.37, 2.79, 2.09, 14, fanet,
2011-10-15,1.29, 4.79, 17.72, 2.95, 2.26, 14.38, fanet,
2011-10-16,0.51, 2.13, 29.62, 3.84, 2.52, 16.97, fanet,
2011-10-17,-0.34, 1.11, 18.60, 2.89, 2.11, 13.85, fanet,
2011-10-18,3.54, -1.40, 12.23, 2.98, 2.13, 14.39, fanet,
2011-10-19,2.13, -0.10, 27.44, 3.34, 2.28, 15.76, fanet,
2011-10-20,1.87, 0.93, 20.39, 2.94, 2.03, 14.82, fanet,
2011-10-21,0.20, 0.01, 11.45, 3.35, 2.71, 18.46, fanet,
2011-10-22,-2.58, 2.22, 19.34, 2.94, 2.05, 14.2, fanet,
2011-10-23,-0.65, 1.89, 14.23, 3.39, 2.73, 16.95, fanet,
2011-10-24,0.16, 1.81, 3.52, 3.64, 2.76, 17.14, fanet,
2011-10-25,1.49, 0.70, 5.53, 2.85, 1.92, 13.64, fanet,
2011-10-26,1.98, 0.39, 3.34, 3.21, 2.4, 15.07, fanet,
2011-10-27,0.07, 0.35, 5.83, 2.8, 1.96, 14.91, fanet,
2011-10-28,1.02, 0.09, 4.53, 2.37, 1.64, 11.92, fanet,
2011-10-29,1.20, 1.10, 10.48, 2.75, 1.97, 14.15, fanet,
2011-10-30,1.64, 0.97, 3.25, 2.79, 2.16, 13.82, fanet,
2011-10-31,-1.63, -0.14, 13.32, 3.25, 2.53, 14.89, fanet,
2011-11-01,0.26, 1.21, 5.84, 2.73, 1.92, 13.65, fanet,
2011-11-02,0.54, 1.18, -2.35, 2.35, 1.77, 11.79, fanet,
2011-11-03,1.60, 0.26, -10.02, 2.47, 1.92, 12.64, fanet,
2011-11-04,1.93, -1.45, -11.19, 2.59, 1.79, 12.48, fanet,
2011-11-05,1.08, -0.40, -8.19, 2.69, 1.7, 13.28, fanet,
2011-11-06,-0.48, -0.07, -7.85, 2.46, 1.65, 12.37, fanet,
2011-11-07,-0.51, -0.41, -5.38, 3.24, 2.84, 15.77, fanet,
2011-11-08,0.02, -0.12, -1.64, 3.66, 2.54, 16.87, fanet,
2011-11-09,-0.57, 0.09, -1.44, 2.42, 1.69, 12.46, fanet,
2011-11-10,-0.33, -0.08, 2.28, 2.8, 2.16, 14.06, fanet,
2011-11-11,-1.38, 2.44, 5.60, 3, 2.3, 14.87, fanet,
2011-11-12,0.77, 1.01, 9.36, 2.76, 1.86, 13.93, fanet,
2011-11-13,0.53, 0.73, -6.37, 2.8, 1.92, 13.29, fanet,
2011-11-14,-0.20, -0.08, -7.00, 2.52, 1.72, 12.48, fanet,
2011-11-15,-1.74, 0.23, -11.21, 4.2, 3.83, 20.79, fanet,
2011-11-16,-1.11, -1.59, -6.97, 3.75, 2.66, 16.67, fanet,
2011-11-17,-1.43, 0.92, -10.07, 3.24, 2.29, 15.2, fanet,
2011-11-18,0.14, -1.72, 2.29, 2.69, 1.86, 13.67, fanet,
2011-11-19,1.44, 0.90, -3.19, 2.4, 1.63, 11.73, fanet,
2011-11-20,-2.47, -0.08, -1.75, 3.55, 2.59, 17.14, fanet,
2011-11-21,0.68, 1.55, 1.58, 2.89, 2.06, 13.89, fanet,
2011-11-22,-0.60, 1.06, 0.04, 2.62, 1.94, 13.01, fanet,
2011-11-23,-3.74, 2.55, -0.46, 3.85, 2.81, 17.36, fanet,
2011-11-24,-0.08, -0.23, 3.83, 2.86, 2.16, 13.52, fanet,
2011-11-25,-1.46, -0.12, 0.47, 2.93, 2.25, 14.11, fanet,
2011-11-26,-1.46, -0.38, -2.02, 2.72, 1.82, 14, fanet,
2011-11-27,-0.36, 1.47, -2.23, 2.81, 2.01, 13.15, fanet,
2011-11-28,-1.10, 0.38, 3.50, 2.7, 2.02, 13.57, fanet,
2011-11-29,1.35, 0.26, 5.98, 2.72, 2.02, 13.31, fanet,
2011-11-30,-0.25, 1.40, 11.62, 2.9, 2.18, 13.97, fanet,
2011-12-01,-0.28, -0.02, 9.85, 2.27, 1.68, 12.07, fanet,
2011-12-02,-1.03, 0.75, 12.44, 2.49, 1.77, 12.8, fanet,
2011-12-03,-0.19, 0.28, 10.44, 2.89, 2.14, 14.24, fanet,
2011-12-04,-1.05, 1.38, 3.71, 2.46, 1.72, 12.59, fanet,
2011-12-05,-0.19, -0.65, 0.51, 2.38, 1.7, 12.14, fanet,
2011-12-06,-0.26, 0.68, 5.64, 2.22, 1.7, 11.52, fanet,
2011-12-07,1.63, 0.92, 4.36, 2.22, 1.66, 11.67, fanet,
2011-12-08,0.01, 0.48, 10.08, 2.63, 2, 13.16, fanet,
2011-12-09,0.30, -0.80, 11.42, 3.23, 2.38, 15.54, fanet,
2011-12-10,1.18, 0.84, 5.02, 3.31, 2.44, 16.15, fanet,
2011-12-11,-0.89, 0.10, 15.55, 3.06, 2.23, 15.25, fanet,
2011-12-12,0.79, -0.09, 10.10, 2.8, 1.97, 12.68, fanet,
2011-12-13,-1.57, 1.15, 7.97, 2.66, 1.96, 13.21, fanet,
2011-12-14,0.70, -0.55, 3.61, 2.43, 1.71, 12.37, fanet,
2011-12-15,0.11, 0.34, 5.43, 2.7, 1.91, 13.11, fanet,
2011-12-16,0.23, 0.02, -1.83, 2.33, 1.61, 11.79, fanet,
2011-12-17,-0.39, 0.16, 4.20, 2.03, 1.53, 10.74, fanet,
2011-12-18,2.66, 2.81, 0.68, 2.18, 1.57, 11.39, fanet,
2011-12-19,-0.39, -1.29, 3.39, 2.47, 1.77, 12.43, fanet,
2011-12-20,3.36, 3.98, 0.71, 2.77, 2.02, 14.25, fanet,
2011-12-21,0.21, 0.29, 1.91, 2.76, 2.18, 14, fanet,
2011-12-22,1.25, 0.40, 0.40, 2.71, 2.07, 13.43, fanet,
2011-12-23,1.25, 0.28, 0.16, 2.22, 1.58, 11.55, fanet,
2011-12-24,-0.88, 0.27, 7.82, 2.69, 1.87, 13.27, fanet,
2011-12-25,-0.22, -0.95, 2.31, 2.44, 1.7, 12.1, fanet,
2011-12-26,2.40, 0.23, 3.81, 2.31, 1.74, 12.06, fanet,
2011-12-27,1.00, -0.35, 4.17, 2.01, 1.48, 10.89, fanet,
2011-12-28,0.52, -0.78, 5.71, 2.33, 1.7, 12.3, fanet,
2011-12-29,0.96, -1.38, 16.83, 2.87, 2.07, 14.19, fanet,
2011-12-30,-0.46, 4.67, 11.36, 2.59, 1.95, 13.68, fanet,
2011-12-31,0.72, -1.00, 17.66, 2.34, 1.76, 12.54, fanet,
2012-01-01,-1.46, -0.89, 9.15, 2.36, 1.84, 11.94, fanet,
2012-01-02,-0.51, 0.33, 6.97, 2.46, 1.76, 12.43, fanet,
2012-01-03,1.55, -1.71, 3.35, 2.84, 2.08, 14.39, fanet,
2012-01-04,-0.81, -1.33, -0.90, 2.18, 1.63, 11.63, fanet,
2012-01-05,-1.04, -0.71, 11.38, 2.4, 1.82, 12.16, fanet,
2012-01-06,0.06, -0.32, 1.38, 2.96, 2.23, 15.4, fanet,
2012-01-07,-1.67, 0.45, 9.92, 3.1, 2.34, 15.13, fanet,
2012-01-08,-2.01, -0.65, 2.78, 2.64, 2.04, 13.89, fanet,
2012-01-09,3.05, 1.58, 12.85, 2.78, 1.9, 13.62, fanet,
2012-01-10,0.62, 0.28, 12.87, 2.74, 2.01, 14.04, fanet,
2012-01-11,-0.56, -0.59, 7.15, 2.5, 1.69, 12.74, fanet,
2012-01-12,-1.37, -1.42, 9.88, 2.32, 1.67, 11.76, fanet,
2012-01-13,1.87, -0.70, 5.46, 2.82, 1.77, 14.72, fanet,
2012-01-14,0.28, -0.43, -0.63, 2.1, 1.5, 10.98, fanet,
2012-01-15,-0.17, -0.37, 3.84, 2.5, 1.86, 12.62, fanet,
2012-01-16,-3.90, -0.74, 3.62, 2.79, 2.17, 14.07, fanet,
2012-01-17,0.28, -1.78, -2.08, 2.37, 1.65, 12.11, fanet,
2012-01-18,-3.60, 0.24, 6.14, 3.01, 2.39, 15.07, fanet,
2012-01-19,-1.94, 0.37, 8.67, 2.39, 1.71, 12.42, fanet,
2012-01-20,-0.04, -1.05, 6.78, 2.55, 1.93, 13.76, fanet,
2012-01-21,0.93, -0.08, -2.08, 2.67, 2.06, 13.79, fanet,
2012-01-22,0.87, -0.92, 9.83, 2.63, 1.88, 13.86, fanet,
2012-01-23,0.76, -0.70, 7.24, 2.58, 1.8, 13.43, fanet,
2012-01-24,-0.92, 0.87, 3.35, 2.76, 2.13, 13.28, fanet,
2012-01-25,0.98, -0.43, 1.36, 2.5, 1.84, 13.1, fanet,
2012-01-26,0.58, 0.18, 5.18, 2.35, 1.75, 11.76, fanet,
2012-01-27,1.50, -0.39, 9.29, 2.59, 1.78, 12.5, fanet,
2012-01-28,0.08, -1.56, 6.84, 2.32, 1.72, 12.06, fanet,
2012-01-29,0.89, 0.36, 6.12, 2.32, 1.64, 11.65, fanet,
2012-01-30,0.16, 1.41, -2.11, 2.69, 2.04, 13.91, fanet,
2012-01-31,1.06, -1.18, 5.34, 2.05, 1.49, 10.67, fanet,
2012-02-01,0.40, -1.17, 3.11, 2.41, 1.64, 12.36, fanet,
2012-02-02,1.61, -1.46, 7.30, 2.76, 1.95, 14.78, fanet,
2012-02-03,1.47, -0.69, 7.73, 2.76, 2.02, 14.06, fanet,
2012-02-04,-0.05, -0.45, 19.27, 3.38, 2.41, 16.92, fanet,
2012-02-05,2.11, -1.05, 1.03, 2.49, 1.78, 12.3, fanet,
2012-02-06,2.58, -1.41, 2.19, 2.51, 1.87, 12.53, fanet,
2012-02-07,4.99, 1.74, 13.30, 5.77, 4.6, 29.12, fanet,
2012-02-08,0.56, -2.03, 1.87, 2.29, 1.69, 11.95, fanet,
2012-02-09,0.77, -0.66, -0.78, 2.42, 1.82, 12.02, fanet,
2012-02-10,0.31, -0.51, 0.23, 2.4, 1.75, 12.07, fanet,
2012-02-11,0.29, -0.74, 6.55, 2.25, 1.68, 11.41, fanet,
2012-02-12,0.49, 0.99, 3.34, 2.19, 1.63, 11.52, fanet,
2012-02-13,0.22, -1.31, 6.03, 2.52, 2, 13.37, fanet,
2012-02-14,1.19, -1.51, -10.29, 2.48, 1.95, 12.61, fanet,
2012-02-15,1.75, -2.77, -24.36, 3.4, 2.61, 17.41, fanet,
2012-02-16,0.39, -1.21, -4.77, 2.2, 1.57, 11.18, fanet,
2012-02-17,0.96, -1.36, -10.63, 2.3, 1.65, 11.43, fanet,
2012-02-18,-0.38, -1.63, -3.39, 2.51, 1.86, 13.18, fanet,
2012-02-19,-2.24, -2.35, 0.53, 3.67, 3.19, 18.33, fanet,
2012-02-20,2.55, -1.35, -14.37, 3.58, 2.58, 17.16, fanet,
2012-02-21,3.02, 1.43, -0.49, 2.31, 1.78, 12.11, fanet,
2012-02-22,3.20, 0.37, 4.12, 2.53, 1.91, 12.24, fanet,
2012-02-23,0.86, -1.53, -9.76, 2.23, 1.67, 11.84, fanet,
2012-02-24,-0.15, -0.78, 2.83, 2.25, 1.53, 11.31, fanet,
2012-02-25,-0.01, 0.47, 10.15, 2.97, 2.16, 14.23, fanet,
2012-02-26,0.79, -0.49, -3.68, 3.15, 2.31, 15.32, fanet,
2012-02-27,-1.51, 0.03, -6.53, 3.69, 3.22, 17.3, fanet,
2012-02-28,1.07, -0.59, 9.39, 3.04, 2.2, 15.93, fanet,
2012-02-29,3.08, -0.61, 6.29, 2.2, 1.58, 10.99, fanet,
2012-03-01,2.12, 3.45, -5.05, 3.68, 3.17, 21.55, fanet,
2012-03-02,0.42, -0.73, 3.56, 3.46, 2.6, 16.56, fanet,
2012-03-03,2.00, -0.98, 6.78, 2.87, 2.13, 13.96, fanet,
2012-03-04,0.66, -0.35, -4.66, 2.39, 1.87, 12.07, fanet,
2012-03-05,0.16, -0.30, 5.50, 2.59, 1.83, 12.9, fanet,
2012-03-06,1.81, -0.39, 9.45, 2.15, 1.54, 11.06, fanet,
2012-03-07,0.11, 0.22, 3.38, 2.45, 1.82, 12.35, fanet,
2012-03-08,0.32, 0.48, 13.23, 2.32, 1.8, 12.65, fanet,
2012-03-09,-0.78, 0.44, 3.38, 2.8, 2.11, 13.8, fanet,
2012-03-10,-0.63, -1.38, 8.21, 2.53, 1.77, 12.76, fanet,
2012-03-11,1.44, 0.05, -3.12, 2.78, 2.07, 14.86, fanet,
2012-03-12,1.71, 0.10, 1.22, 2.55, 2.02, 13.58, fanet,
2012-03-13,-1.36, -0.76, 15.26, 3.76, 2.78, 18.32, fanet,
2012-03-14,0.56, 0.69, 5.56, 3.36, 2.38, 17.03, fanet,
2012-03-15,0.64, -0.35, 11.58, 2.71, 2.06, 13.16, fanet,
2012-03-16,0.80, 0.63, 2.70, 2.84, 2.01, 14.95, fanet,
2012-03-17,-0.26, 0.48, 2.24, 2.56, 1.86, 13.01, fanet,
2012-03-18,0.15, 0.92, 7.38, 2.65, 1.84, 14.02, fanet,
2012-03-19,-0.32, -0.66, 11.39, 2.63, 1.92, 14.36, fanet,
2012-03-20,-0.24, 0.99, 16.15, 2.29, 1.67, 12.02, fanet,
2012-03-21,1.47, 1.14, 9.20, 2.42, 1.77, 12.79, fanet,
2012-03-22,2.37, 1.12, 6.12, 2.35, 1.76, 12.72, fanet,
2012-03-23,0.23, -0.34, -3.99, 2.26, 1.71, 11.44, fanet,
2012-03-24,0.52, 0.56, 0.10, 2.61, 1.94, 13.47, fanet,
2012-03-25,0.39, -0.01, 17.75, 2.46, 1.68, 11.66, fanet,
2012-03-26,-1.01, -0.45, 21.50, 2.16, 1.54, 11.03, fanet,
2012-03-27,1.17, 1.11, 20.12, 3.17, 2.46, 15.98, fanet,
2012-03-28,0.85, 0.40, 11.82, 2.32, 1.63, 11.92, fanet,
2012-03-29,0.03, 0.64, 15.96, 2.3, 1.69, 11.78, fanet,
2012-03-30,0.52, 0.10, 23.80, 2.31, 1.72, 12.44, fanet,
2012-03-31,-0.67, 1.51, 9.48, 2.62, 1.98, 12.9, fanet,
2012-04-01,-1.05, -2.01, 17.63, 3.36, 2.87, 18.33, fanet,
2012-04-02,-0.24, 0.26, 6.93, 2.71, 2.12, 13.64, fanet,
2012-04-03,0.50, 1.85, 5.39, 2.34, 1.74, 12.15, fanet,
2012-04-04,-0.70, 0.01, -0.47, 2.17, 1.6, 11.29, fanet,
2012-04-05,0.57, -0.35, 8.48, 2.39, 1.71, 12.23, fanet,
2012-04-06,-1.41, -1.57, 7.04, 2.24, 1.69, 11.41, fanet,
2012-04-07,0.02, 1.44, 19.55, 2.61, 2.02, 12.8, fanet,
2012-04-08,-0.14, 0.58, 7.60, 2.12, 1.53, 10.96, fanet,
2012-04-09,1.34, -0.31, 8.68, 2.1, 1.59, 11.04, fanet,
2012-04-10,-1.33, 0.37, 16.23, 2.4, 1.71, 12.69, fanet,
2012-04-11,-1.08, -0.38, 12.18, 2.33, 1.6, 11.79, fanet,
2012-04-12,0.77, -0.47, 11.64, 3.2, 2.19, 15.01, fanet,
2012-04-13,-1.55, 0.29, 17.74, 3.35, 2.41, 16.64, fanet,
2012-04-14,-2.42, 1.87, 9.59, 2.96, 2.21, 14.68, fanet,
2012-04-15,0.81, 0.06, 9.28, 2.25, 1.61, 11.68, fanet,
2012-04-16,-0.59, -0.10, 11.30, 2.04, 1.48, 10.87, fanet,
2012-04-17,-0.56, -0.23, 21.82, 2.58, 1.98, 12.94, fanet,
2012-04-18,-0.14, 0.07, 10.47, 2.27, 1.61, 11.16, fanet,
2012-04-19,1.06, 0.55, 7.08, 2.19, 1.57, 11.29, fanet,
2012-04-20,0.07, 0.73, 12.34, 2.33, 1.67, 11.77, fanet,
2012-04-21,1.48, -1.12, 13.42, 2.8, 2.03, 14.29, fanet,
2012-04-22,1.93, -0.14, 21.65, 2.32, 1.73, 11.07, fanet,
2012-04-23,-0.42, -0.74, 13.20, 2.4, 1.81, 12.33, fanet,
2012-04-24,0.31, -0.84, 25.12, 2.77, 1.89, 13.63, fanet,
2012-04-25,-2.60, 2.03, 13.84, 6.07, 4.52, 26.53, fanet,
2012-04-26,0.66, -0.59, 14.88, 2.45, 1.67, 12.55, fanet,
2012-04-27,1.21, 0.38, 1.80, 2.4, 1.74, 11.83, fanet,
2012-04-28,0.82, -1.61, 9.94, 2.54, 1.76, 13.08, fanet,
2012-04-29,0.46, 0.80, 13.89, 2.39, 1.77, 11.82, fanet,
2012-04-30,-0.42, 0.15, 7.14, 2.21, 1.56, 11.19, fanet,
2012-05-01,0.17, 0.40, 8.10, 2.32, 1.66, 11.35, fanet,
2012-05-02,-0.93, 0.76, 5.64, 2.59, 1.89, 12.27, fanet,
